"seqnames" "start" "end" "width" "strand"
"8142" "chr9" 76362340 76385516 23177 "*"
"8143" "chr9" 76394518 76398698 4181 "*"
"8144" "chr9" 76399587 76419849 20263 "*"
"8145" "chr9" 76906088 77019654 113567 "*"
"8146" "chr9" 77020954 77176759 155806 "*"
"8147" "chr9" 77421542 77423078 1537 "*"
"8148" "chr9" 77648308 77716086 67779 "*"
"8149" "chr9" 78031459 78236061 204603 "*"
"8150" "chr9" 78279691 78297142 17452 "*"
"8151" "chr9" 78330094 79135421 805328 "*"
"8152" "chr9" 79198315 79571772 373458 "*"
"8153" "chr9" 79726883 79975022 248140 "*"
"8154" "chr9" 80034556 81583682 1549127 "*"
"8155" "chr9" 81689306 81689712 407 "*"
"8156" "chr9" 81776901 81913436 136536 "*"
"8157" "chr9" 81919927 81928513 8587 "*"
"8158" "chr9" 81934949 81943585 8637 "*"
"8159" "chr9" 81950039 81988771 38733 "*"
"8160" "chr9" 81995257 82979584 984328 "*"
"8161" "chr9" 83063178 83242989 179812 "*"
"8162" "chr9" 83538547 83623048 84502 "*"
"8163" "chr9" 83644131 83659962 15832 "*"
"8164" "chr9" 83713379 83739420 26042 "*"
"8165" "chr9" 83829517 83836697 7181 "*"
"8166" "chr9" 83921466 83938310 16845 "*"
"8167" "chr9" 83956987 83968082 11096 "*"
"8168" "chr9" 83980617 83980710 94 "*"
"8169" "chr9" 84004075 84063442 59368 "*"
"8170" "chr9" 84094578 84275456 180879 "*"
"8171" "chr9" 84340684 84668550 327867 "*"
"8172" "chr9" 85027071 85546538 519468 "*"
"8173" "chr9" 85742030 85805358 63329 "*"
"8174" "chr9" 85849543 85941145 91603 "*"
"8175" "chr9" 86022299 86026145 3847 "*"
"8176" "chr9" 86100174 86220264 120091 "*"
"8177" "chr9" 86259658 86264545 4888 "*"
"8178" "chr9" 86283103 86287732 4630 "*"
"8179" "chr9" 86354455 86944362 589908 "*"
"8180" "chr9" 86947190 86948698 1509 "*"
"8181" "chr9" 87002034 87008454 6421 "*"
"8182" "chr9" 87042127 87084160 42034 "*"
"8183" "chr9" 87085152 87148643 63492 "*"
"8184" "chr9" 87159557 87497227 337671 "*"
"8185" "chr9" 87708634 87725518 16885 "*"
"8186" "chr9" 87731394 87772452 41059 "*"
"8187" "chr9" 87786885 87844153 57269 "*"
"8188" "chr9" 87847315 87858102 10788 "*"
"8189" "chr9" 87859600 87882825 23226 "*"
"8190" "chr9" 87888900 87914492 25593 "*"
"8191" "chr9" 87923506 87966440 42935 "*"
"8192" "chr9" 87974754 88129457 154704 "*"
"8193" "chr9" 88138447 88388418 249972 "*"
"8194" "chr9" 88478695 88534032 55338 "*"
"8195" "chr9" 88584275 88745835 161561 "*"
"8196" "chr9" 88745906 88990862 244957 "*"
"8197" "chr9" 89005011 89005770 760 "*"
"8198" "chr9" 89178768 89311197 132430 "*"
"8199" "chr9" 89316704 89318505 1802 "*"
"8200" "chr9" 89359663 89360786 1124 "*"
"8201" "chr9" 89498131 89605012 106882 "*"
"8202" "chr9" 89606556 89639813 33258 "*"
"8203" "chr9" 89719760 89978281 258522 "*"
"8204" "chr9" 89987487 90020653 33167 "*"
"8205" "chr9" 90041500 90300901 259402 "*"
"8206" "chr9" 90433506 90463523 30018 "*"
"8207" "chr9" 90582745 90609831 27087 "*"
"8208" "chr9" 90643106 90801786 158681 "*"
"8209" "chr9" 90898550 91119061 220512 "*"
"8210" "chr9" 91182763 91213814 31052 "*"
"8211" "chr9" 91361914 91409044 47131 "*"
"8212" "chr9" 91423863 91563090 139228 "*"
"8213" "chr9" 91950163 92000086 49924 "*"
"8214" "chr9" 92115385 92132397 17013 "*"
"8215" "chr9" 92138630 92141297 2668 "*"
"8216" "chr9" 92160115 92177234 17120 "*"
"8217" "chr9" 92188653 92210206 21554 "*"
"8218" "chr9" 92293757 92297357 3601 "*"
"8219" "chr9" 92670266 92711362 41097 "*"
"8220" "chr9" 92764813 92809387 44575 "*"
"8221" "chr9" 92899609 92947450 47842 "*"
"8222" "chr9" 93036237 93058687 22451 "*"
"8223" "chr9" 93085139 93096217 11079 "*"
"8224" "chr9" 93113284 93121488 8205 "*"
"8225" "chr9" 93134289 93184915 50627 "*"
"8226" "chr9" 93346415 93431440 85026 "*"
"8227" "chr9" 93566108 93576406 10299 "*"
"8228" "chr9" 93679588 93819356 139769 "*"
"8229" "chr9" 93819422 93951621 132200 "*"
"8230" "chr9" 93955373 93955596 224 "*"
"8231" "chr9" 93959141 94030793 71653 "*"
"8232" "chr9" 94109857 94175956 66100 "*"
"8233" "chr9" 94176037 94176346 310 "*"
"8234" "chr9" 94176434 94176601 168 "*"
"8235" "chr9" 94204569 94259310 54742 "*"
"8236" "chr9" 94301455 94318195 16741 "*"
"8237" "chr9" 94328645 94332475 3831 "*"
"8238" "chr9" 94360949 94374550 13602 "*"
"8239" "chr9" 94461043 94555053 94011 "*"
"8240" "chr9" 94640250 94726700 86451 "*"
"8241" "chr9" 95087219 95099053 11835 "*"
"8242" "chr9" 95426743 95442979 16237 "*"
"8243" "chr9" 95517058 95759230 242173 "*"
"8244" "chr9" 96014572 96019723 5152 "*"
"8245" "chr9" 96027961 96095210 67250 "*"
"8246" "chr9" 96101913 96106660 4748 "*"
"8247" "chr9" 96116412 96235305 118894 "*"
"8248" "chr9" 96383711 96385940 2230 "*"
"8249" "chr9" 96418330 96450200 31871 "*"
"8250" "chr9" 96619831 96639576 19746 "*"
"8251" "chr9" 96655304 96726729 71426 "*"
"8252" "chr9" 96727470 96755864 28395 "*"
"8253" "chr9" 96778130 96816471 38342 "*"
"8254" "chr9" 96875624 96887372 11749 "*"
"8255" "chr9" 97013709 97029678 15970 "*"
"8256" "chr9" 97039644 97075670 36027 "*"
"8257" "chr9" 97081946 97156569 74624 "*"
"8258" "chr9" 97378525 97411949 33425 "*"
"8259" "chr9" 97496126 97501179 5054 "*"
"8260" "chr9" 97633576 97633625 50 "*"
"8261" "chr9" 97673749 97674908 1160 "*"
"8262" "chr9" 97697358 97699624 2267 "*"
"8263" "chr9" 97853081 97853253 173 "*"
"8264" "chr9" 97856716 97904488 47773 "*"
"8265" "chr9" 97922571 97926790 4220 "*"
"8266" "chr9" 97944857 97983360 38504 "*"
"8267" "chr9" 98015944 98056738 40795 "*"
"8268" "chr9" 98119213 98120974 1762 "*"
"8269" "chr9" 98192641 98198998 6358 "*"
"8270" "chr9" 98255722 98288081 32360 "*"
"8271" "chr9" 98709198 98731328 22131 "*"
"8272" "chr9" 98796966 98807698 10733 "*"
"8273" "chr9" 98850082 98943178 93097 "*"
"8274" "chr9" 99070793 99104037 33245 "*"
"8275" "chr9" 99154193 99216425 62233 "*"
"8276" "chr9" 99221957 99222063 107 "*"
"8277" "chr9" 99230616 99355336 124721 "*"
"8278" "chr9" 99377241 99585785 208545 "*"
"8279" "chr9" 99819890 99821854 1965 "*"
"8280" "chr9" 99866892 99886321 19430 "*"
"8281" "chr9" 99906602 99906632 31 "*"
"8282" "chr9" 99970342 99979178 8837 "*"
"8283" "chr9" 100099041 100099255 215 "*"
"8284" "chr9" 100301001 100302076 1076 "*"
"8285" "chr9" 100352940 100427155 74216 "*"
"8286" "chr9" 100577637 100578078 442 "*"
"8287" "chr9" 100587907 101387632 799726 "*"
"8288" "chr9" 101398615 101398872 258 "*"
"8289" "chr9" 101410661 101420577 9917 "*"
"8290" "chr9" 101449665 101468438 18774 "*"
"8291" "chr9" 101533449 101533850 402 "*"
"8292" "chr9" 101563345 101569352 6008 "*"
"8293" "chr9" 101738581 102519635 781055 "*"
"8294" "chr9" 102657515 102995310 337796 "*"
"8295" "chr9" 103018489 103140522 122034 "*"
"8296" "chr9" 103325035 103999754 674720 "*"
"8297" "chr9" 104000470 104080023 79554 "*"
"8298" "chr9" 104092475 104094259 1785 "*"
"8299" "chr9" 104141418 104270227 128810 "*"
"8300" "chr9" 104286956 104504262 217307 "*"
"8301" "chr9" 104505223 104526252 21030 "*"
"8302" "chr9" 104527210 104535748 8539 "*"
"8303" "chr9" 104536857 104569167 32311 "*"
"8304" "chr9" 104570131 104598456 28326 "*"
"8305" "chr9" 104599414 104604670 5257 "*"
"8306" "chr9" 104605628 104617247 11620 "*"
"8307" "chr9" 104618205 104694378 76174 "*"
"8308" "chr9" 104695486 104747687 52202 "*"
"8309" "chr9" 104760123 104764156 4034 "*"
"8310" "chr9" 104777458 104781001 3544 "*"
"8311" "chr9" 104928238 105244621 316384 "*"
"8312" "chr9" 105439172 105447795 8624 "*"
"8313" "chr9" 105552434 105558129 5696 "*"
"8314" "chr9" 105641119 105662456 21338 "*"
"8315" "chr9" 105663113 105694543 31431 "*"
"8316" "chr9" 105776613 105993309 216697 "*"
"8317" "chr9" 106702663 106863096 160434 "*"
"8318" "chr9" 107102989 107283136 180148 "*"
"8319" "chr9" 107332195 107420283 88089 "*"
"8320" "chr9" 107430803 107484851 54049 "*"
"8321" "chr9" 107490483 108854588 1364106 "*"
"8322" "chr9" 108856968 108862265 5298 "*"
"8323" "chr9" 108863760 108867516 3757 "*"
"8324" "chr9" 108934117 108934180 64 "*"
"8325" "chr9" 109013530 109015151 1622 "*"
"8326" "chr9" 109119946 109130292 10347 "*"
"8327" "chr9" 109167296 109171974 4679 "*"
"8328" "chr9" 109320965 109375693 54729 "*"
"8329" "chr9" 109498314 109511474 13161 "*"
"8330" "chr9" 109511546 109640787 129242 "*"
"8331" "chr9" 110172513 110190047 17535 "*"
"8332" "chr9" 110208190 110243810 35621 "*"
"8333" "chr9" 110256641 110303520 46880 "*"
"8334" "chr9" 110337885 110365250 27366 "*"
"8335" "chr9" 110579881 110668770 88890 "*"
"8336" "chr9" 110801621 110873262 71642 "*"
"8337" "chr9" 111038459 111271155 232697 "*"
"8338" "chr9" 111271215 111327482 56268 "*"
"8339" "chr9" 111328521 111360691 32171 "*"
"8340" "chr9" 111484746 111525158 40413 "*"
"8341" "chr9" 111599894 111602830 2937 "*"
"8342" "chr9" 111631290 111631351 62 "*"
"8343" "chr9" 111670247 111686172 15926 "*"
"8344" "chr9" 111795009 111896765 101757 "*"
"8345" "chr9" 111935370 112040784 105415 "*"
"8346" "chr9" 112175409 112217715 42307 "*"
"8347" "chr9" 112333668 112379936 46269 "*"
"8348" "chr9" 112669398 112683925 14528 "*"
"8349" "chr9" 112718237 112750837 32601 "*"
"8350" "chr9" 112890914 112973149 82236 "*"
"8351" "chr9" 113012228 113038379 26152 "*"
"8352" "chr9" 113056760 113103337 46578 "*"
"8353" "chr9" 113111501 113113072 1572 "*"
"8354" "chr9" 113119929 113150941 31013 "*"
"8355" "chr9" 113221362 113221561 200 "*"
"8356" "chr9" 113292906 113297092 4187 "*"
"8357" "chr9" 113303272 113313221 9950 "*"
"8358" "chr9" 113340299 113349540 9242 "*"
"8359" "chr9" 113371234 113373418 2185 "*"
"8360" "chr9" 113377000 113386316 9317 "*"
"8361" "chr9" 113401334 113407234 5901 "*"
"8362" "chr9" 113429685 113444730 15046 "*"
"8363" "chr9" 113597744 113876281 278538 "*"
"8364" "chr9" 114056592 114060126 3535 "*"
"8365" "chr9" 114078473 114086125 7653 "*"
"8366" "chr9" 114099292 114155559 56268 "*"
"8367" "chr9" 114312512 114323055 10544 "*"
"8368" "chr9" 114326476 114329868 3393 "*"
"8369" "chr9" 114333253 114334155 903 "*"
"8370" "chr9" 114394406 114402079 7674 "*"
"8371" "chr9" 114505451 114587745 82295 "*"
"8372" "chr9" 114598374 114611205 12832 "*"
"8373" "chr9" 114646423 114656303 9881 "*"
"8374" "chr9" 114657813 114666433 8621 "*"
"8375" "chr9" 114682067 114784634 102568 "*"
"8376" "chr9" 114806127 114893342 87216 "*"
"8377" "chr9" 114930596 114969583 38988 "*"
"8378" "chr9" 115744331 115888168 143838 "*"
"8379" "chr9" 115925208 116153803 228596 "*"
"8380" "chr9" 116402323 116425224 22902 "*"
"8381" "chr9" 117415071 117648605 233535 "*"
"8382" "chr9" 117657028 117704156 47129 "*"
"8383" "chr9" 117877479 118740562 863084 "*"
"8384" "chr9" 118745313 119153457 408145 "*"
"8385" "chr9" 119369468 119935052 565585 "*"
"8386" "chr9" 119937833 120244978 307146 "*"
"8387" "chr9" 120245051 120388868 143818 "*"
"8388" "chr9" 120580171 120600812 20642 "*"
"8389" "chr9" 120714471 120751977 37507 "*"
"8390" "chr9" 120799919 120815495 15577 "*"
"8391" "chr9" 120854386 120855651 1266 "*"
"8392" "chr9" 120894897 120902392 7496 "*"
"8393" "chr9" 120929174 120952334 23161 "*"
"8394" "chr9" 121050277 121074862 24586 "*"
"8395" "chr9" 121177611 121178136 526 "*"
"8396" "chr9" 121332844 121338987 6144 "*"
"8397" "chr9" 121370305 121444990 74686 "*"
"8398" "chr9" 121500028 121567056 67029 "*"
"8399" "chr9" 121785531 121821927 36397 "*"
"8400" "chr9" 122093607 122120081 26475 "*"
"8401" "chr9" 122120168 122144057 23890 "*"
"8402" "chr9" 122159820 122159907 88 "*"
"8403" "chr9" 122200089 122202576 2488 "*"
"8404" "chr9" 122229627 122237623 7997 "*"
"8405" "chr9" 122331344 122370529 39186 "*"
"8406" "chr9" 122395704 122476957 81254 "*"
"8407" "chr9" 122477927 122510801 32875 "*"
"8408" "chr9" 122511744 122519140 7397 "*"
"8409" "chr9" 122520083 122526357 6275 "*"
"8410" "chr9" 122527297 122553111 25815 "*"
"8411" "chr9" 122554215 122567498 13284 "*"
"8412" "chr9" 122568560 122614737 46178 "*"
"8413" "chr9" 122615683 122628578 12896 "*"
"8414" "chr9" 122629574 122661565 31992 "*"
"8415" "chr9" 122662649 122675035 12387 "*"
"8416" "chr9" 122676154 122723989 47836 "*"
"8417" "chr9" 122724926 122749739 24814 "*"
"8418" "chr9" 122750784 122788932 38149 "*"
"8419" "chr9" 122789896 122798388 8493 "*"
"8420" "chr9" 122828632 122844555 15924 "*"
"8421" "chr9" 122905342 122908055 2714 "*"
"8422" "chr9" 122913331 122915565 2235 "*"
"8423" "chr9" 122931501 122940832 9332 "*"
"8424" "chr9" 123104867 123109493 4627 "*"
"8425" "chr9" 123268577 123356169 87593 "*"
"8426" "chr9" 123930153 124001669 71517 "*"
"8427" "chr9" 124033302 124257605 224304 "*"
"8428" "chr9" 124353308 124353465 158 "*"
"8429" "chr9" 124415445 124481235 65791 "*"
"8430" "chr9" 124507431 124517274 9844 "*"
"8431" "chr9" 124771311 124777157 5847 "*"
"8432" "chr9" 124814886 124853416 38531 "*"
"8433" "chr9" 124861982 124862129 148 "*"
"8434" "chr9" 124877734 124878356 623 "*"
"8435" "chr9" 125143507 125146572 3066 "*"
"8436" "chr9" 125189940 125200541 10602 "*"
"8437" "chr9" 125234159 125234852 694 "*"
"8438" "chr9" 125241331 125261793 20463 "*"
"8439" "chr9" 125367208 125437392 70185 "*"
"8440" "chr9" 125707235 125743753 36519 "*"
"8441" "chr9" 125745741 125747344 1604 "*"
"8442" "chr9" 125967378 126270120 302743 "*"
"8443" "chr9" 126275919 126326848 50930 "*"
"8444" "chr9" 126507042 126614442 107401 "*"
"8445" "chr9" 126701033 126805005 103973 "*"
"8446" "chr9" 126838211 126860664 22454 "*"
"8447" "chr9" 126885879 126914773 28895 "*"
"8448" "chr9" 127223167 127224264 1098 "*"
"8449" "chr9" 127393661 127397137 3477 "*"
"8450" "chr9" 127408420 127424373 15954 "*"
"8451" "chr9" 127445373 127447673 2301 "*"
"8452" "chr9" 127451406 127451485 80 "*"
"8453" "chr9" 127503502 127505338 1837 "*"
"8454" "chr9" 127578990 127579369 380 "*"
"8455" "chr9" 127696028 127706988 10961 "*"
"8456" "chr9" 127735318 127738316 2999 "*"
"8457" "chr9" 127778742 127785678 6937 "*"
"8458" "chr9" 127790788 127794596 3809 "*"
"8459" "chr9" 127814328 127815011 684 "*"
"8460" "chr9" 127854757 127866479 11723 "*"
"8461" "chr9" 127906023 127907885 1863 "*"
"8462" "chr9" 127917039 127920878 3840 "*"
"8463" "chr9" 127930798 127935098 4301 "*"
"8464" "chr9" 127938485 127940578 2094 "*"
"8465" "chr9" 127980514 128061232 80719 "*"
"8466" "chr9" 128118694 128120692 1999 "*"
"8467" "chr9" 128128463 128128528 66 "*"
"8468" "chr9" 128130629 128149070 18442 "*"
"8469" "chr9" 128153456 128160259 6804 "*"
"8470" "chr9" 128163929 128166063 2135 "*"
"8471" "chr9" 128255249 128255828 580 "*"
"8472" "chr9" 128288991 128305160 16170 "*"
"8473" "chr9" 128334073 128340645 6573 "*"
"8474" "chr9" 128361471 128371318 9848 "*"
"8475" "chr9" 128393511 128411750 18240 "*"
"8476" "chr9" 128437352 128455185 17834 "*"
"8477" "chr9" 128501293 128504699 3407 "*"
"8478" "chr9" 128542289 128552557 10269 "*"
"8479" "chr9" 128656788 128683654 26867 "*"
"8480" "chr9" 128696401 128702522 6122 "*"
"8481" "chr9" 128724128 128724444 317 "*"
"8482" "chr9" 128772415 128787203 14789 "*"
"8483" "chr9" 128810433 128818473 8041 "*"
"8484" "chr9" 128829822 128832941 3120 "*"
"8485" "chr9" 128918040 128920894 2855 "*"
"8486" "chr9" 129028304 129036620 8317 "*"
"8487" "chr9" 129072083 129081099 9017 "*"
"8488" "chr9" 129090439 129094809 4371 "*"
"8489" "chr9" 129148947 129175551 26605 "*"
"8490" "chr9" 129178263 129282457 104195 "*"
"8491" "chr9" 129285729 129321015 35287 "*"
"8492" "chr9" 129324906 129332299 7394 "*"
"8493" "chr9" 129359539 129483450 123912 "*"
"8494" "chr9" 129513684 129608883 95200 "*"
"8495" "chr9" 129642170 129665640 23471 "*"
"8496" "chr9" 129722675 129738330 15656 "*"
"8497" "chr9" 129753048 129803152 50105 "*"
"8498" "chr9" 129811282 129812943 1662 "*"
"8499" "chr9" 129824135 129827289 3155 "*"
"8500" "chr9" 129881839 129887186 5348 "*"
"8501" "chr9" 130043195 130053425 10231 "*"
"8502" "chr9" 130140170 130140609 440 "*"
"8503" "chr9" 130144220 130172577 28358 "*"
"8504" "chr9" 130237305 130265881 28577 "*"
"8505" "chr9" 130434124 130444928 10805 "*"
"8506" "chr9" 130501275 130578964 77690 "*"
"8507" "chr9" 130638353 130664593 26241 "*"
"8508" "chr9" 130682982 130693720 10739 "*"
"8509" "chr9" 130704895 130713945 9051 "*"
"8510" "chr9" 130887676 130892701 5026 "*"
"8511" "chr9" 130896813 130902437 5625 "*"
"8512" "chr9" 130939287 131009081 69795 "*"
"8513" "chr9" 131094474 131096475 2002 "*"
"8514" "chr9" 131123153 131125560 2408 "*"
"8515" "chr9" 131234671 131258075 23405 "*"
"8516" "chr9" 131276548 131289458 12911 "*"
"8517" "chr9" 131359023 131394092 35070 "*"
"8518" "chr9" 131500198 131502901 2704 "*"
"8519" "chr9" 131531269 131576769 45501 "*"
"8520" "chr9" 131740075 131860106 120032 "*"
"8521" "chr9" 132079909 132161675 81767 "*"
"8522" "chr9" 132244535 132261355 16821 "*"
"8523" "chr9" 132354986 132375547 20562 "*"
"8524" "chr9" 132406852 132410042 3191 "*"
"8525" "chr9" 132573318 132582184 8867 "*"
"8526" "chr9" 132590267 132592996 2730 "*"
"8527" "chr9" 132694956 132725577 30622 "*"
"8528" "chr9" 132890202 132891347 1146 "*"
"8529" "chr9" 132991688 133030674 38987 "*"
"8530" "chr9" 133058504 133061977 3474 "*"
"8531" "chr9" 133071862 133079899 8038 "*"
"8532" "chr9" 133087356 133097719 10364 "*"
"8533" "chr9" 133163946 133205276 41331 "*"
"8534" "chr9" 133209251 133250400 41150 "*"
"8535" "chr9" 133275220 133328773 53554 "*"
"8536" "chr9" 133336399 133338322 1924 "*"
"8537" "chr9" 133348132 133348213 82 "*"
"8538" "chr9" 133351427 133351754 328 "*"
"8539" "chr9" 133361170 133361448 279 "*"
"8540" "chr9" 133376167 133376366 200 "*"
"8541" "chr9" 133459403 133459964 562 "*"
"8542" "chr9" 133470849 133471094 246 "*"
"8543" "chr9" 133479138 133514585 35448 "*"
"8544" "chr9" 133528613 133532163 3551 "*"
"8545" "chr9" 133575520 133578414 2895 "*"
"8546" "chr9" 133586198 133635347 49150 "*"
"8547" "chr9" 133659345 133663559 4215 "*"
"8548" "chr9" 133739956 133761893 21938 "*"
"8549" "chr9" 133992605 134025438 32834 "*"
"8550" "chr9" 134068536 134135364 66829 "*"
"8551" "chr9" 134159969 134164438 4470 "*"
"8552" "chr9" 134164565 134293930 129366 "*"
"8553" "chr9" 134295398 134317097 21700 "*"
"8554" "chr9" 134440586 134641773 201188 "*"
"8555" "chr9" 134844844 134849297 4454 "*"
"8556" "chr9" 134849370 134849608 239 "*"
"8557" "chr9" 134849683 134850124 442 "*"
"8558" "chr9" 134850273 134850276 4 "*"
"8559" "chr9" 134850357 134850569 213 "*"
"8560" "chr9" 134850642 134850741 100 "*"
"8561" "chr9" 134850808 134880811 30004 "*"
"8562" "chr9" 134887521 134905889 18369 "*"
"8563" "chr9" 134917964 135075421 157458 "*"
"8564" "chr9" 135121180 135343248 222069 "*"
"8565" "chr9" 135346563 135462726 116164 "*"
"8566" "chr9" 135488894 135495180 6287 "*"
"8567" "chr9" 135506448 135521437 14990 "*"
"8568" "chr9" 135526533 135546138 19606 "*"
"8569" "chr9" 135549970 135561755 11786 "*"
"8570" "chr9" 135566956 135574934 7979 "*"
"8571" "chr9" 135587113 135623655 36543 "*"
"8572" "chr9" 135639541 135663321 23781 "*"
"8573" "chr9" 135666423 135693406 26984 "*"
"8574" "chr9" 135699529 135702184 2656 "*"
"8575" "chr9" 135795509 135808486 12978 "*"
"8576" "chr9" 135907229 135932968 25740 "*"
"8577" "chr9" 135961381 136006536 45156 "*"
"8578" "chr9" 136095286 136114580 19295 "*"
"8579" "chr9" 136118864 136196249 77386 "*"
"8580" "chr9" 136205129 136206332 1204 "*"
"8581" "chr9" 136245842 136249970 4129 "*"
"8582" "chr9" 136306902 136322302 15401 "*"
"8583" "chr9" 136327324 136327475 152 "*"
"8584" "chr9" 136373682 136375576 1895 "*"
"8585" "chr9" 136400169 136401921 1753 "*"
"8586" "chr9" 136423762 136428618 4857 "*"
"8587" "chr9" 136439823 136440095 273 "*"
"8588" "chr9" 136486068 136494432 8365 "*"
"8589" "chr9" 136545787 136546172 386 "*"
"8590" "chr9" 136549894 136612023 62130 "*"
"8591" "chr9" 136617182 136648609 31428 "*"
"8592" "chr9" 136672679 136673142 464 "*"
"8593" "chr9" 136687424 136712569 25146 "*"
"8594" "chr9" 136728185 136738166 9982 "*"
"8595" "chr9" 136748529 136754385 5857 "*"
"8596" "chr9" 136758544 136759633 1090 "*"
"8597" "chr9" 136766256 136791354 25099 "*"
"8598" "chr9" 136841188 136848723 7536 "*"
"8599" "chr9" 136860800 136862118 1319 "*"
"8600" "chr9" 136866287 136881911 15625 "*"
"8601" "chr9" 136926608 136940434 13827 "*"
"8602" "chr9" 136944697 136945184 488 "*"
"8603" "chr9" 136946976 136949550 2575 "*"
"8604" "chr9" 136955498 136969242 13745 "*"
"8605" "chr9" 136971991 136975091 3101 "*"
"8606" "chr9" 136986411 136992417 6007 "*"
"8607" "chr9" 136993985 136994634 650 "*"
"8608" "chr9" 136996804 137007226 10423 "*"
"8609" "chr9" 137046204 137048097 1894 "*"
"8610" "chr9" 137054046 137062123 8078 "*"
"8611" "chr9" 137070589 137077500 6912 "*"
"8612" "chr9" 137084540 137084945 406 "*"
"8613" "chr9" 137086818 137086926 109 "*"
"8614" "chr9" 137109188 137110541 1354 "*"
"8615" "chr9" 137115178 137138389 23212 "*"
"8616" "chr9" 137172410 137174783 2374 "*"
"8617" "chr9" 137188550 137188646 97 "*"
"8618" "chr9" 137190371 137191616 1246 "*"
"8619" "chr9" 137205639 137205684 46 "*"
"8620" "chr9" 137217010 137220246 3237 "*"
"8621" "chr9" 137221324 137224634 3311 "*"
"8622" "chr9" 137226312 137227270 959 "*"
"8623" "chr9" 137229639 137230756 1118 "*"
"8624" "chr9" 137236555 137241212 4658 "*"
"8625" "chr9" 137247771 137250218 2448 "*"
"8626" "chr9" 137253498 137255172 1675 "*"
"8627" "chr9" 137273547 137277748 4202 "*"
"8628" "chr9" 137282642 137300481 17840 "*"
"8629" "chr9" 137302252 137306895 4644 "*"
"8630" "chr9" 137423263 137423349 87 "*"
"8631" "chr9" 137441817 137447572 5756 "*"
"8632" "chr9" 137459335 137459952 618 "*"
"8633" "chr9" 137550535 137551198 664 "*"
"8634" "chr9" 137552556 137554903 2348 "*"
"8635" "chr9" 137578936 137582078 3143 "*"
"8636" "chr9" 137590491 137605653 15163 "*"
"8637" "chr9" 138124625 138150074 25450 "*"
"8638" "chr9" 138177434 138199932 22499 "*"
"8639" "chr9" 138203326 138217067 13742 "*"
"8640" "chr9" 138253218 138394717 141500 "*"
"8641" "chr10" 1 46891 46891 "*"
"8642" "chr10" 74164 134464 60301 "*"
"8643" "chr10" 254638 274189 19552 "*"
"8644" "chr10" 689669 806913 117245 "*"
"8645" "chr10" 931706 933025 1320 "*"
"8646" "chr10" 942744 988018 45275 "*"
"8647" "chr10" 1049171 1049537 367 "*"
"8648" "chr10" 1132385 1159767 27383 "*"
"8649" "chr10" 1164790 1177317 12528 "*"
"8650" "chr10" 1737477 2005472 267996 "*"
"8651" "chr10" 2014349 2076018 61670 "*"
"8652" "chr10" 2076090 2305082 228993 "*"
"8653" "chr10" 2315076 2446252 131177 "*"
"8654" "chr10" 2447353 3066332 618980 "*"
"8655" "chr10" 3172842 3486893 314052 "*"
"8656" "chr10" 3502839 3775995 273157 "*"
"8657" "chr10" 3785282 3833949 48668 "*"
"8658" "chr10" 3834729 3991159 156431 "*"
"8659" "chr10" 3991260 4051725 60466 "*"
"8660" "chr10" 4089014 4201140 112127 "*"
"8661" "chr10" 4243913 4384245 140333 "*"
"8662" "chr10" 4410613 4650184 239572 "*"
"8663" "chr10" 4678155 4786628 108474 "*"
"8664" "chr10" 4848063 4871900 23838 "*"
"8665" "chr10" 4891976 4963252 71277 "*"
"8666" "chr10" 4983284 4987399 4116 "*"
"8667" "chr10" 5018032 5035353 17322 "*"
"8668" "chr10" 5107687 5154139 46453 "*"
"8669" "chr10" 5185188 5195462 10275 "*"
"8670" "chr10" 5218950 5266032 47083 "*"
"8671" "chr10" 5271237 5365008 93772 "*"
"8672" "chr10" 5374693 5393097 18405 "*"
"8673" "chr10" 5404831 5412550 7720 "*"
"8674" "chr10" 5458464 5498696 40233 "*"
"8675" "chr10" 5499556 5514243 14688 "*"
"8676" "chr10" 5526772 5594990 68219 "*"
"8677" "chr10" 5596119 5638866 42748 "*"
"8678" "chr10" 5666596 5684837 18242 "*"
"8679" "chr10" 5763741 5765222 1482 "*"
"8680" "chr10" 5842133 5861616 19484 "*"
"8681" "chr10" 5889907 5890202 296 "*"
"8682" "chr10" 5937595 5943638 6044 "*"
"8683" "chr10" 5978188 6010688 32501 "*"
"8684" "chr10" 6062326 6088986 26661 "*"
"8685" "chr10" 6117458 6144933 27476 "*"
"8686" "chr10" 6254645 6277686 23042 "*"
"8687" "chr10" 6335983 6350315 14333 "*"
"8688" "chr10" 6352763 6427142 74380 "*"
"8689" "chr10" 6580302 6580418 117 "*"
"8690" "chr10" 6584300 6618715 34416 "*"
"8691" "chr10" 6625347 6682512 57166 "*"
"8692" "chr10" 6877889 7158623 280735 "*"
"8693" "chr10" 7411487 7559269 147783 "*"
"8694" "chr10" 7666999 7703268 36270 "*"
"8695" "chr10" 7749521 7750961 1441 "*"
"8696" "chr10" 7787982 7788128 147 "*"
"8697" "chr10" 7807816 7818503 10688 "*"
"8698" "chr10" 8016628 8045377 28750 "*"
"8699" "chr10" 8075204 8259330 184127 "*"
"8700" "chr10" 8268306 8897988 629683 "*"
"8701" "chr10" 8914597 9275832 361236 "*"
"8702" "chr10" 9287058 10058721 771664 "*"
"8703" "chr10" 10063503 10418738 355236 "*"
